Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,Ticker,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Volatility
2021-12-07 00:00:00+05:30,695.5040689548945,718.7360507422161,690.6539708450276,712.6249389648438,30513303,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,712.6249389648438,712.6249389648438,0.0,0.0,,,,,,
2021-12-08 00:00:00+05:30,725.4776366777609,736.0508141264423,721.7915150664559,730.812744140625,33432411,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,715.4230628380409,713.9721837926794,1.4508790453614893,0.29017580907229784,,,,,0.02552226870168317,
2021-12-09 00:00:00+05:30,736.2933133542538,740.12490234375,725.9626408696174,732.36474609375,16007459,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,718.0294756466116,715.334595814981,2.694879831630601,0.7711166135839584,,,,,0.0021236656935286202,
2021-12-10 00:00:00+05:30,733.819690110501,737.0207423505601,728.5330724385087,735.2747192382812,7627774,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,720.68259004533,716.8116419944846,3.8709480508454135,1.3910829010362495,,,,,0.003973393258007496,
2021-12-13 00:00:00+05:30,740.124951754704,746.6240948890224,729.9397459966118,731.394775390625,16855546,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,722.3306185599909,717.8918740979025,4.43874446208838,2.0006152132466757,,,,,-0.005276862846142372,
2021-12-14 00:00:00+05:30,728.5331505780205,741.4343983870167,723.925557845858,735.9053344726562,17488089,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,724.4190363927086,719.2262044960324,5.192831896676125,2.6390585499325656,,,,,0.0061670649474112604,
2021-12-15 00:00:00+05:30,734.8867854867298,736.7298463090547,728.3877018828672,729.6972045898438,7358740,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,725.2310622691909,720.0018341326111,5.229228136579877,3.157092467262028,,,,,-0.008436044137743903,
2021-12-16 00:00:00+05:30,735.1778820897848,735.1778820897848,716.7959987395218,718.9300537109375,14123215,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,724.2616763371519,719.9224429902649,4.339233346886999,3.3935206431870224,,,,,-0.014755642218690412,
2021-12-17 00:00:00+05:30,719.754551510597,719.754551510597,704.2827268708932,706.4652709960938,13227787,0.0,0.0,ICICIBANK,ICICIBANK.NS,,,,721.5237678231431,718.9256154351411,2.5981523880019495,3.2344469921500076,,,,,-0.017337963061223594,
2021-12-20 00:00:00+05:30,696.5710292424409,698.6081058617633,677.2676753307227,688.6654052734375,16900016,0.0,0.0,ICICIBANK,ICICIBANK.NS,722.2135192871094,,,716.4686351231884,716.6841183861261,-0.2154832629377097,2.5444609411324643,,,,,-0.025195669841716395,
2021-12-21 00:00:00+05:30,698.4140568879703,707.0957434639558,694.6795054047839,698.7535400390625,14563335,0.0,0.0,ICICIBANK,ICICIBANK.NS,720.8263793945313,,,713.7432358794767,715.3559273974547,-1.6126915179779644,1.7130304493103785,,,,,0.014648818843483902,
2021-12-22 00:00:00+05:30,704.4766454942636,712.9158267890912,698.4625128930479,710.8302612304688,9843359,0.0,0.0,ICICIBANK,ICICIBANK.NS,718.8281311035156,,,713.2950859334754,715.0206928665668,-1.7256069330913988,1.0253029728300231,,,,,0.017283234358614008,
2021-12-23 00:00:00+05:30,716.8929569013119,717.3294775522406,706.1257632733157,709.3753051757812,9994049,0.0,0.0,ICICIBANK,ICICIBANK.NS,716.5291870117187,,,712.692042739984,714.6025160005827,-1.9104732605986783,0.4381477261442829,,,,,-0.0020468403415591085,
2021-12-24 00:00:00+05:30,711.8973889628089,711.8973889628089,698.0260616918899,705.3012084960938,8800690,0.0,0.0,ICICIBANK,ICICIBANK.NS,713.5318359375,,,711.554991317847,713.9135302595095,-2.3585389416624594,-0.12118960741706558,46.54456654456654,,,,-0.005743217518233146,
2021-12-27 00:00:00+05:30,702.2941526330036,716.6019409635793,694.6309745229842,713.9343872070312,7955163,0.0,0.0,ICICIBANK,ICICIBANK.NS,711.7857971191406,,,711.9210522238753,713.9150752185851,-1.9940229947097805,-0.49575628487560863,50.57127610737669,,,,0.012240413892592006,
2021-12-28 00:00:00+05:30,718.2025432114203,720.1910715716506,710.5393646072569,713.7404174804688,17833655,0.0,0.0,ICICIBANK,ICICIBANK.NS,709.5693054199219,,,712.2009545710434,713.9021376083543,-1.7011830373108978,-0.7368416353626666,41.16462349526033,,,,-0.00027169125067827427,
2021-12-29 00:00:00+05:30,715.8744046334617,722.6160521279113,709.9573092528904,713.6433715820312,7143073,0.0,0.0,ICICIBANK,ICICIBANK.NS,707.9639221191406,,,712.4228648804262,713.8829697545526,-1.4601048741263867,-0.8814942831154106,40.163058014453426,,,,-0.0001359680579391398,
2021-12-30 00:00:00+05:30,711.3153010555776,718.2994534296456,707.1442289672,713.6433715820312,14326182,0.0,0.0,ICICIBANK,ICICIBANK.NS,707.43525390625,,,712.6106351422117,713.8652217417732,-1.2545865995615486,-0.9561127464046382,38.275506153235405,,,,0.0,
2021-12-31 00:00:00+05:30,714.4678551932623,723.8770562410723,714.4678551932623,717.9599609375,6973055,0.0,0.0,ICICIBANK,ICICIBANK.NS,708.5847229003906,,,713.4336083414869,714.1685357562715,-0.734927414784579,-0.9118756800806264,42.75244739403406,,,,0.006048664539403781,
2022-01-03 00:00:00+05:30,720.772979859294,743.034939294085,720.7244907252026,741.77392578125,9653095,0.0,0.0,ICICIBANK,ICICIBANK.NS,713.8955749511719,718.0545471191406,,717.7936571783736,716.2133794618254,1.580277716548153,-0.41344500075487056,52.62017384802114,718.0545471191406,745.6773825693845,690.4317116688967,0.03316893161096912,
2022-01-04 00:00:00+05:30,744.9265052853369,754.6751896603275,740.7068848328263,749.6795654296875,12114437,0.0,0.0,ICICIBANK,ICICIBANK.NS,718.9881774902344,719.9072784423828,,722.6991815247295,718.6923562001856,4.006825324543911,0.47060906430488575,58.788392560423866,719.9072784423828,750.7766425886966,689.037914296069,0.010657748100421749,0.014093877399906727
2022-01-05 00:00:00+05:30,749.8251068763901,771.9900297558837,748.0790835397291,764.4238891601562,19741360,0.0,0.0,ICICIBANK,ICICIBANK.NS,724.3475402832031,721.5878356933594,,729.1183673147951,722.0798771601834,7.038490154611736,1.7841852823662558,69.33221634043039,721.5878356933594,758.1007686508897,685.074902735829,0.01966750117034044,0.013647125921394405
2022-01-06 00:00:00+05:30,751.8135387218725,768.7403894214849,750.7950301731601,761.5137329101562,13018067,0.0,0.0,ICICIBANK,ICICIBANK.NS,729.5613830566406,723.0452850341796,,734.1022697140816,725.0009035120332,9.101366202048325,3.24762146630267,75.45978776594183,723.0452850341796,763.4852993417471,682.6052707266122,-0.003806992810229004,0.013716307660884969
2022-01-07 00:00:00+05:30,768.4495088790554,778.2466827734125,762.6778806439341,769.468017578125,12250210,0.0,0.0,ICICIBANK,ICICIBANK.NS,735.9780639648437,724.7549499511719,,739.5431540008575,728.2947638132252,11.248390187632253,4.847775210568587,91.11545633320952,724.7549499511719,769.9799478127611,679.5299520895826,0.010445359452115444,0.013840046637684905
2022-01-10 00:00:00+05:30,776.2580937359975,788.4318264452507,775.0455693783967,786.4432983398438,10905080,0.0,0.0,ICICIBANK,ICICIBANK.NS,743.228955078125,727.5073760986328,,746.75856082224,732.6020626670488,14.15649815519123,6.7095197994931155,91.69737767017398,727.5073760986328,780.4721610254218,674.5425911718438,0.022061060854936976,0.014384755425028624
2022-01-11 00:00:00+05:30,785.4733332316896,790.2749418612598,777.8587034209163,786.3463745117188,9982061,0.0,0.0,ICICIBANK,ICICIBANK.NS,750.48955078125,730.029428100586,,752.8489936975445,736.583122803691,16.265870893853503,8.620790018365193,90.52580274928857,730.029428100586,789.1266935186851,670.9321626824868,-0.00012324325012313952,0.014397494940117867
2022-01-12 00:00:00+05:30,794.0580252527016,800.7026950724887,787.7044086787562,799.0536499023438,13034848,0.0,0.0,ICICIBANK,ICICIBANK.NS,759.0305786132812,733.4972503662109,,759.9574023444368,741.210569255443,18.746833088993753,10.645998632490906,92.94005010339816,733.4972503662109,800.1669455287608,666.827555203661,0.016159895692932524,0.01438207596481692
2022-01-13 00:00:00+05:30,796.3860136465046,803.1761501818585,792.8939671104393,799.97509765625,9372244,0.0,0.0,ICICIBANK,ICICIBANK.NS,767.6637512207031,737.5495025634766,,766.1139708539465,745.5634972851325,20.550473568814027,12.626893619755531,96.7432674244173,737.5495025634766,810.0851057366978,665.0138993902555,0.0011531738250853962,0.013674965657998821
2022-01-14 00:00:00+05:30,796.3860351562499,797.3560546875,787.2678278803825,795.416015625,7552844,0.0,0.0,ICICIBANK,ICICIBANK.NS,775.4093566894531,741.9970397949219,,770.6219777418008,749.256276421419,21.365701320381845,14.374655159880795,91.91614980354282,741.9970397949219,817.3605900239735,666.6334895658703,-0.005699029938065703,0.012878936213579729
2022-01-17 00:00:00+05:30,795.4159639453786,804.0491608947066,790.1293460024887,794.7369384765625,6722700,0.0,0.0,ICICIBANK,ICICIBANK.NS,780.7056579589844,747.3006164550782,,774.3319717009949,752.6252143514297,21.706757349565237,15.841075597817685,91.4596724458216,747.3006164550782,821.7856308493782,672.8156020607781,-0.0008537383395579301,0.010746856878004448
2022-01-18 00:00:00+05:30,796.3859565004927,810.9362480321705,793.6699139223039,798.4229736328125,10835146,0.0,0.0,ICICIBANK,ICICIBANK.NS,785.5799987792968,752.2840881347656,,778.0382796905053,756.0176409648654,22.020638725639856,17.07698822338212,91.85816856104324,752.2840881347656,826.4291230744539,678.1390531950774,0.004638056918954581,0.010616091571492015
2022-01-19 00:00:00+05:30,791.535894877621,796.3859922727045,779.1681465201582,784.3577270507812,16416144,0.0,0.0,ICICIBANK,ICICIBANK.NS,787.5733825683594,755.9604614257812,,779.010502361317,758.1169066008592,20.893595760457742,17.840309730797244,80.65598252378477,755.9604614257812,828.7298066435983,683.1911162079641,-0.017616284909782287,0.011613621284265841
2022-01-20 00:00:00+05:30,778.9256110069231,788.5773162844923,771.5534869385369,785.958251953125,13567654,0.0,0.0,ICICIBANK,ICICIBANK.NS,790.0178344726562,759.7896087646484,,780.0793869139028,760.1792284788048,19.90015843509798,18.252279471657392,80.18945844086727,759.7896087646484,830.2609345991168,689.31828293018,0.0020405547713053807,0.011518716522026951
2022-01-21 00:00:00+05:30,778.9256470409367,787.0252860646632,771.6505008979641,780.3806762695312,12078277,0.0,0.0,ICICIBANK,ICICIBANK.NS,791.1091003417969,763.5435821533204,,780.125739122461,761.6756320188586,18.450107103602477,18.29184499804641,70.45220125338777,763.5435821533204,829.6577527121337,697.429411594507,-0.007096529198253654,0.011590147916160353
2022-01-24 00:00:00+05:30,788.6259190532194,792.2150033426144,759.8163256674114,774.5121459960938,29612316,0.0,0.0,ICICIBANK,ICICIBANK.NS,789.9159851074219,766.5724700927734,,779.2621094107121,762.6264849060611,16.63562450465099,17.96060089936733,63.44543563651649,766.5724700927734,828.5374870191993,704.6074531663476,-0.007520086608872711,0.011792941204914363
2022-01-25 00:00:00+05:30,765.3454397112157,780.1867272714006,762.4838701424657,777.6162109375,19513184,0.0,0.0,ICICIBANK,ICICIBANK.NS,789.04296875,769.766259765625,,779.0088942609872,763.7368349824641,15.272059278523102,17.422892575198485,58.17312382636342,769.766259765625,826.6412535528608,712.8912659783892,0.004007767931662576,0.011747305013849194
2022-01-27 00:00:00+05:30,763.3083983827408,777.4706599600323,757.6337485604175,770.8260498046875,23984679,0.0,0.0,ICICIBANK,ICICIBANK.NS,786.2202087402344,772.6253936767578,,777.7499951138641,764.2619620063325,13.488033107531578,16.635920681665105,55.504676194881256,772.6253936767578,822.9987053331225,722.252082020393,-0.008732021062969109,0.012073185364809148
