Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Stock,Ticker,SMA_10,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Volatility
2021-12-07 00:00:00+05:30,1081.1768723394634,1093.8488493527543,1073.8284038337267,1083.7703857421875,11235122,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1083.7703857421875,1083.7703857421875,0.0,0.0,,,,,,
2021-12-08 00:00:00+05:30,1102.9947640848918,1106.4982760975693,1094.8955253046402,1100.2646484375,8744178,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1086.3079646183894,1084.9921829788773,1.3157816395121245,0.2631563279024249,,,,,0.015219333276039748,
2021-12-09 00:00:00+05:30,1107.9542272517804,1126.1091818377997,1103.4041151302852,1117.7142333984375,13213547,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1091.1396982768583,1087.4160385655114,3.7236597113469543,0.9552570045913308,,,,,0.015859443440010335,
2021-12-10 00:00:00+05:30,1110.343003210938,1122.0596079618992,1105.8383850496557,1118.851806640625,8364414,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1095.4030995635917,1089.744613978483,5.658485585108792,1.8959027206948231,,,,,0.0010177675189200208,
2021-12-13 00:00:00+05:30,1125.4723509045855,1125.7453143246432,1093.8489128488443,1096.4197998046875,12901733,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1095.5595149852986,1090.2390721878314,5.320442797467194,2.5808107360492976,,,,,-0.020049131353052085,
2021-12-14 00:00:00+05:30,1082.9285853235253,1094.758924705155,1079.925506579218,1082.996826171875,12991523,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1093.6267936293873,1089.7026095199828,3.9241841094044503,2.8494854107203285,,,,,-0.012242549464359986,
2021-12-15 00:00:00+05:30,1084.7486582787296,1094.3039423247055,1074.3288697386265,1079.8345947265625,9366969,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1091.5049168751066,1088.971645461211,2.5332714138955907,2.786242611355381,,,,,-0.0029198898546085594,
2021-12-16 00:00:00+05:30,1094.6223552854042,1099.0814796358936,1077.764217447417,1093.8033447265625,9761279,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1091.858521159946,1089.3295491104964,2.5289720494495214,2.7347884989742095,,,,,0.012936008966759616,
2021-12-17 00:00:00+05:30,1091.1415595298965,1095.6689246022736,1055.6277943848347,1064.932861328125,21049821,0.0,0.0,RELIANCE,RELIANCE.NS,,,,1087.7161119550503,1087.5223870525429,0.19372490250748342,2.2265757796808643,,,,,-0.02639458321061794,
2021-12-20 00:00:00+05:30,1054.6494737766875,1054.6494737766875,1022.4573675126571,1036.2215576171875,14325846,0.0,0.0,RELIANCE,RELIANCE.NS,1087.481005859375,,,1079.7938728261483,1083.7223256128868,-3.9284527867384895,0.9955700663969935,,,,,-0.026960670248385776,
